Wavelength,Intensity
6239.9,4.26E-14
6242.65,4.26E-14
6245.4,4.25E-14
6248.15,4.27E-14
6250.9,4.23E-14
6253.65,4.29E-14
6256.4,4.24E-14
6259.15,4.15E-14
6261.9,4.08E-14
6264.65,4.05E-14
6267.4,4.08E-14
6270.15,4.07E-14
6272.9,4.32E-14
6275.65,4.18E-14
6278.4,4.21E-14
6281.15,4.47E-14
6283.9,4.34E-14
6286.65,4.33E-14
6289.4,4.27E-14
6292.15,4.27E-14
6294.9,4.29E-14
6297.65,4.23E-14
6300.4,4.34E-14
6303.15,4.44E-14
6305.9,4.30E-14
6308.65,4.37E-14
6311.4,4.29E-14
6314.15,4.41E-14
6316.9,4.22E-14
6319.65,4.01E-14
6322.4,4.21E-14
6325.15,4.16E-14
6327.9,3.97E-14
6330.65,4.27E-14
6333.4,3.98E-14
6336.15,3.93E-14
6338.9,3.96E-14
6341.65,3.99E-14
6344.4,4.10E-14
6347.15,3.99E-14
6349.9,4.18E-14
6352.65,4.11E-14
6355.4,4.17E-14
6358.15,3.96E-14
6360.9,3.99E-14
6363.65,4.02E-14
6366.4,4.13E-14
6369.15,4.13E-14
6371.9,4.05E-14
6374.65,4.18E-14
6377.4,4.26E-14
6380.15,4.16E-14
6382.9,4.00E-14
6385.65,4.17E-14
6388.4,4.23E-14
6391.15,4.32E-14
6393.9,4.27E-14
6396.65,4.28E-14
6399.4,4.47E-14
6402.15,4.56E-14
6404.9,4.47E-14
6407.65,4.46E-14
6410.4,4.22E-14
6413.15,4.32E-14
6415.9,4.24E-14
6418.65,4.26E-14
6421.4,4.29E-14
6424.15,4.22E-14
6426.9,4.06E-14
6429.65,4.34E-14
6432.4,4.27E-14
6435.15,4.30E-14
6437.9,4.18E-14
6440.65,4.17E-14
6443.4,4.31E-14
6446.15,4.16E-14
6448.9,4.19E-14
6451.65,4.26E-14
6454.4,4.21E-14
6457.15,4.41E-14
6459.9,4.34E-14
6462.65,4.29E-14
6465.4,4.45E-14
6468.15,4.52E-14
6470.9,4.46E-14
6473.65,4.29E-14
6476.4,4.40E-14
6479.15,4.27E-14
6481.9,4.35E-14
6484.65,4.25E-14
6487.4,4.32E-14
6490.15,4.17E-14
6492.9,4.29E-14
6495.65,4.40E-14
6498.4,4.39E-14
6501.15,4.27E-14
6503.9,4.30E-14
6506.65,4.35E-14
6509.4,4.19E-14
6512.15,4.45E-14
6514.9,4.29E-14
6517.65,4.15E-14
6520.4,4.26E-14
6523.15,4.26E-14
6525.9,4.34E-14
6528.65,4.45E-14
6531.4,4.45E-14
6534.15,4.47E-14
6536.9,4.23E-14
6539.65,4.29E-14
6542.4,4.33E-14
6545.15,4.30E-14
6547.9,4.30E-14
6550.65,4.41E-14
6553.4,4.21E-14
6556.15,4.18E-14
6558.9,4.06E-14
6561.65,4.31E-14
6564.4,4.28E-14
6567.15,4.34E-14
6569.9,4.36E-14
6572.65,4.29E-14
6575.4,4.22E-14
6578.15,4.34E-14
6580.9,4.23E-14
6583.65,4.25E-14
6586.4,4.33E-14
6589.15,4.31E-14
6591.9,4.42E-14
6594.65,4.43E-14
6597.4,4.31E-14
6600.15,4.38E-14
6602.9,4.42E-14
6605.65,4.24E-14
6608.4,4.40E-14
6611.15,4.45E-14
6613.9,4.50E-14
6616.65,4.75E-14
6619.4,4.88E-14
6622.15,4.92E-14
6624.9,5.06E-14
6627.65,5.16E-14
6630.4,5.44E-14
6633.15,5.62E-14
6635.9,5.77E-14
6638.65,6.13E-14
6641.4,6.67E-14
6644.15,6.88E-14
6646.9,7.37E-14
6649.65,8.37E-14
6652.4,9.83E-14
6655.15,1.04E-13
6657.9,1.08E-13
6660.65,1.12E-13
6663.4,1.26E-13
6666.15,1.59E-13
6668.9,1.94E-13
6671.65,2.01E-13
6674.4,1.71E-13
6677.15,1.33E-13
6679.9,1.08E-13
6682.65,1.04E-13
6685.4,1.11E-13
6688.15,1.30E-13
6690.9,1.42E-13
6693.65,1.31E-13
6696.4,1.07E-13
6699.15,8.38E-14
6701.9,6.88E-14
6704.65,6.38E-14
6707.4,6.06E-14
6710.15,5.74E-14
6712.9,5.54E-14
6715.65,5.28E-14
6718.4,5.17E-14
6721.15,5.21E-14
6723.9,5.31E-14
6726.65,5.12E-14
6729.4,5.10E-14
6732.15,4.97E-14
6734.9,4.78E-14
6737.65,4.94E-14
6740.4,4.97E-14
6743.15,4.66E-14
6745.9,4.59E-14
6748.65,4.83E-14
6751.4,4.80E-14
6754.15,4.67E-14
6756.9,4.51E-14
6759.65,4.36E-14
6762.4,4.37E-14
6765.15,4.27E-14
6767.9,4.26E-14
6770.65,4.33E-14
6773.4,4.28E-14
6776.15,4.27E-14
6778.9,4.29E-14
6781.65,4.21E-14
6784.4,4.28E-14
6787.15,4.41E-14
6789.9,4.36E-14
6792.65,4.25E-14
6795.4,4.15E-14
6798.15,4.25E-14
6800.9,4.21E-14
6803.65,4.13E-14
6806.4,4.21E-14
6809.15,4.11E-14
6811.9,4.03E-14
6814.65,4.43E-14
6817.4,4.36E-14
6820.15,4.87E-14
6822.9,5.38E-14
6825.65,6.18E-14
6828.4,5.84E-14
6831.15,5.36E-14
6833.9,4.99E-14
6836.65,4.98E-14
6839.4,5.37E-14
6842.15,5.60E-14
6844.9,5.08E-14
6847.65,4.60E-14
6850.4,4.27E-14
6853.15,3.91E-14
6855.9,3.98E-14
6858.65,4.16E-14
6861.4,4.03E-14
6864.15,3.79E-14
6866.9,3.47E-14
