wavelength,intensity
6482.32,6.87E-14
6483.32,6.87E-14
6484.32,6.77E-14
6485.31,6.83E-14
6486.31,6.90E-14
6487.3,6.80E-14
6488.3,6.78E-14
6489.3,6.77E-14
6490.29,6.64E-14
6491.29,6.51E-14
6492.29,6.38E-14
6493.28,6.38E-14
6494.28,6.45E-14
6495.28,6.49E-14
6496.27,6.55E-14
6497.27,6.63E-14
6498.26,6.59E-14
6499.26,6.70E-14
6500.26,6.82E-14
6501.25,6.93E-14
6502.25,7.11E-14
6503.25,7.24E-14
6504.24,7.33E-14
6505.24,7.43E-14
6506.24,7.51E-14
6507.23,7.55E-14
6508.23,7.69E-14
6509.22,7.84E-14
6510.22,8.01E-14
6511.22,8.17E-14
6512.21,8.26E-14
6513.21,8.43E-14
6514.21,8.62E-14
6515.2,8.87E-14
6516.2,9.08E-14
6517.2,9.31E-14
6518.19,9.50E-14
6519.19,9.67E-14
6520.18,1.00E-13
6521.18,1.06E-13
6522.18,1.11E-13
6523.17,1.17E-13
6524.17,1.22E-13
6525.17,1.30E-13
6526.16,1.40E-13
6527.16,1.48E-13
6528.16,1.54E-13
6529.15,1.63E-13
6530.15,1.72E-13
6531.14,1.80E-13
6532.14,1.90E-13
6533.14,2.03E-13
6534.13,2.19E-13
6535.13,2.37E-13
6536.13,2.55E-13
6537.12,2.77E-13
6538.12,3.02E-13
6539.12,3.27E-13
6540.11,3.54E-13
6541.11,3.76E-13
6542.1,3.96E-13
6543.1,4.15E-13
6544.1,4.32E-13
6545.09,4.44E-13
6546.09,4.55E-13
6547.09,4.65E-13
6548.08,4.82E-13
6549.08,4.97E-13
6550.08,5.06E-13
6551.07,5.15E-13
6552.07,5.25E-13
6553.06,5.36E-13
6554.06,5.52E-13
6555.06,5.68E-13
6556.05,5.75E-13
6557.05,5.83E-13
6558.05,5.99E-13
6559.04,6.16E-13
6560.04,6.28E-13
6561.04,6.32E-13
6562.03,6.33E-13
6563.03,6.40E-13
6564.02,6.43E-13
6565.02,6.38E-13
6566.02,6.31E-13
6567.01,6.25E-13
6568.01,6.43E-13
6569.01,6.77E-13
6570,7.10E-13
6571,7.31E-13
6572,7.44E-13
6572.99,7.58E-13
6573.99,7.73E-13
6574.98,7.80E-13
6575.98,7.81E-13
6576.98,7.74E-13
6577.97,7.72E-13
6578.97,7.73E-13
6579.97,7.71E-13
6580.96,7.60E-13
6581.96,7.47E-13
6582.96,7.33E-13
6583.95,7.20E-13
6584.95,6.98E-13
6585.94,6.63E-13
6586.94,6.12E-13
6587.94,5.52E-13
6588.93,5.05E-13
6589.93,4.90E-13
6590.93,4.79E-13
6591.92,4.47E-13
6592.92,4.04E-13
6593.92,3.67E-13
6594.91,3.36E-13
6595.91,3.05E-13
6596.9,2.79E-13
6597.9,2.54E-13
6598.9,2.30E-13
6599.89,2.06E-13
6600.89,1.82E-13
6601.89,1.63E-13
6602.88,1.48E-13
6603.88,1.36E-13
6604.88,1.26E-13
6605.87,1.19E-13
6606.87,1.13E-13
6607.86,1.05E-13
6608.86,9.91E-14
6609.86,9.60E-14
6610.85,9.27E-14
6611.85,8.96E-14
6612.85,8.83E-14
6613.84,8.63E-14
6614.84,8.46E-14
6615.83,8.33E-14
6616.83,8.08E-14
6617.83,7.88E-14
6618.82,7.84E-14
6619.82,7.69E-14
6620.82,7.58E-14
6621.81,7.51E-14
6622.81,7.43E-14
6623.81,7.36E-14
6624.8,7.25E-14
6625.8,7.21E-14
6626.79,7.16E-14
6627.79,7.13E-14
6628.79,7.04E-14
6629.78,7.01E-14
6630.78,6.95E-14
6631.78,6.94E-14
6632.77,6.91E-14
6633.77,6.86E-14
6634.77,6.85E-14
6635.76,6.86E-14
6636.76,6.84E-14
6637.75,6.91E-14
6638.75,6.89E-14
6639.75,6.82E-14
6640.74,6.88E-14
6641.74,6.96E-14
6642.74,6.91E-14
6643.73,6.87E-14
6644.73,6.94E-14
6645.73,6.99E-14
6646.72,6.96E-14
6647.72,6.94E-14
6648.71,6.97E-14
6649.71,7.05E-14
6650.71,6.98E-14
6651.7,6.94E-14
6652.7,6.89E-14
6653.7,6.95E-14
6654.69,7.00E-14
6655.69,6.96E-14
6656.69,7.00E-14
6657.68,7.01E-14
6658.68,6.94E-14
6659.68,6.91E-14
6660.67,6.93E-14
6661.67,6.90E-14
6662.66,6.92E-14
6663.66,6.91E-14
6664.66,6.92E-14
6665.65,6.93E-14
6666.65,6.95E-14
6667.65,7.00E-14
6668.64,7.16E-14
6669.64,7.22E-14
6670.64,7.20E-14
6671.63,7.26E-14
6672.63,7.31E-14
6673.62,7.35E-14
6674.62,7.48E-14
6675.62,7.38E-14
6676.61,7.42E-14
6677.61,7.30E-14
6678.61,7.35E-14
6679.6,7.45E-14
6680.6,7.35E-14
6681.6,7.35E-14
6682.59,7.41E-14
6683.59,7.44E-14
6684.58,7.52E-14
6685.58,7.61E-14
6686.58,7.64E-14
6687.57,7.73E-14
6688.57,7.74E-14
6689.57,7.79E-14
6690.56,7.93E-14
6691.56,7.96E-14
6692.56,7.96E-14
6693.55,8.07E-14
6694.55,8.16E-14
6695.54,8.25E-14
6696.54,8.37E-14
6697.54,8.43E-14
6698.53,8.51E-14
6699.53,8.73E-14
6700.53,8.90E-14
6701.52,9.32E-14
6702.52,9.60E-14
6703.52,9.96E-14
6704.51,1.04E-13
6705.51,1.08E-13
6706.5,1.13E-13
6707.5,1.19E-13
6708.5,1.24E-13
6709.49,1.28E-13
6710.49,1.32E-13
6711.49,1.36E-13
6712.48,1.40E-13
6713.48,1.43E-13
6714.48,1.46E-13
6715.47,1.52E-13
6716.47,1.58E-13
6717.46,1.65E-13
6718.46,1.69E-13
6719.46,1.70E-13
6720.45,1.68E-13
6721.45,1.65E-13
6722.45,1.64E-13
6723.44,1.64E-13
6724.44,1.64E-13
6725.44,1.64E-13
6726.43,1.65E-13
6727.43,1.65E-13
6728.42,1.63E-13
6729.42,1.62E-13
6730.42,1.60E-13
6731.41,1.59E-13
6732.41,1.56E-13
6733.41,1.51E-13
6734.4,1.43E-13
6735.4,1.32E-13
6736.4,1.24E-13
6737.39,1.20E-13
6738.39,1.19E-13
6739.38,1.14E-13
6740.38,1.08E-13
6741.38,1.04E-13
6742.37,9.91E-14
6743.37,9.47E-14
6744.37,9.10E-14
6745.36,8.72E-14
6746.36,8.40E-14
6747.35,8.11E-14
6748.35,7.82E-14
6749.35,7.52E-14
6750.34,7.24E-14
6751.34,7.13E-14
6752.34,7.00E-14
6753.33,6.93E-14
6754.33,6.94E-14
6755.33,6.84E-14
6756.32,6.81E-14
6757.32,6.75E-14
6758.31,6.72E-14
6759.31,6.75E-14
6760.31,6.68E-14
6761.3,6.68E-14
6762.3,6.68E-14
6763.3,6.69E-14
6764.29,6.58E-14
6765.29,6.55E-14
6766.29,6.54E-14
6767.28,6.48E-14
6768.28,6.46E-14
6769.27,6.40E-14
6770.27,6.43E-14
6771.27,6.47E-14
6772.26,6.49E-14
6773.26,6.52E-14
6774.26,6.53E-14
6775.25,6.57E-14
6776.25,6.60E-14
6777.25,6.60E-14
6778.24,6.64E-14
6779.24,6.60E-14
6780.23,6.56E-14
6781.23,6.60E-14
6782.23,6.57E-14
6783.22,6.54E-14
6784.22,6.42E-14
6785.22,6.38E-14
6786.21,6.43E-14
6787.21,6.41E-14
6788.21,6.37E-14
6789.2,6.46E-14
6790.2,6.44E-14
6791.19,6.50E-14
6792.19,6.46E-14
6793.19,6.46E-14
6794.18,6.45E-14
6795.18,6.43E-14
6796.18,6.49E-14
6797.17,6.45E-14
6798.17,6.44E-14
6799.17,6.43E-14
6800.16,6.44E-14
6801.16,6.50E-14
6802.15,6.54E-14
6803.15,6.55E-14
6804.15,6.64E-14
6805.14,6.59E-14
6806.14,6.61E-14
6807.14,6.60E-14
6808.13,6.60E-14
6809.13,6.59E-14
6810.13,6.58E-14
6811.12,6.54E-14
6812.12,6.45E-14
6813.11,6.51E-14
6814.11,6.53E-14
6815.11,6.41E-14
6816.1,6.49E-14
6817.1,6.51E-14
6818.1,6.50E-14
6819.09,6.53E-14
6820.09,6.61E-14
6821.09,6.59E-14
6822.08,6.60E-14
6823.08,6.57E-14
6824.07,6.60E-14
6825.07,6.59E-14
6826.07,6.55E-14
6827.06,6.55E-14
6828.06,6.49E-14
6829.06,6.50E-14
6830.05,6.54E-14
6831.05,6.54E-14
6832.05,6.52E-14
6833.04,6.47E-14
6834.04,6.44E-14
6835.03,6.53E-14
6836.03,6.51E-14
6837.03,6.48E-14
6838.02,6.42E-14
6839.02,6.36E-14
6840.02,6.48E-14
6841.01,6.59E-14
6842.01,6.34E-14
6843.01,6.29E-14
6844,6.38E-14
6845,6.40E-14
6845.99,6.46E-14
6846.99,6.44E-14
6847.99,6.41E-14
6848.98,6.49E-14
6849.98,6.58E-14
6850.98,6.39E-14
6851.97,6.46E-14
6852.97,6.48E-14
6853.97,6.38E-14
6854.96,6.35E-14
6855.96,6.39E-14
6856.95,6.40E-14
6857.95,6.36E-14
6858.95,6.45E-14
6859.94,6.49E-14
