wavelength,intensity
6337,1.23E-14
6338,1.24E-14
6339,1.25E-14
6340,1.25E-14
6341,1.26E-14
6342,1.25E-14
6343,1.25E-14
6344,1.25E-14
6345,1.24E-14
6346,1.23E-14
6347,1.24E-14
6348,1.25E-14
6349,1.26E-14
6350,1.27E-14
6351,1.28E-14
6352,1.29E-14
6353,1.29E-14
6354,1.28E-14
6355,1.27E-14
6356,1.26E-14
6357,1.27E-14
6358,1.29E-14
6359,1.31E-14
6360,1.33E-14
6361,1.38E-14
6362,1.46E-14
6363,1.54E-14
6364,1.55E-14
6365,1.49E-14
6366,1.46E-14
6367,1.49E-14
6368,1.56E-14
6369,1.62E-14
6370,1.66E-14
6371,1.69E-14
6372,1.71E-14
6373,1.69E-14
6374,1.60E-14
6375,1.48E-14
6376,1.39E-14
6377,1.35E-14
6378,1.33E-14
6379,1.31E-14
6380,1.30E-14
6381,1.30E-14
6382,1.29E-14
6383,1.29E-14
6384,1.29E-14
6385,1.27E-14
6386,1.28E-14
6387,1.30E-14
6388,1.29E-14
6389,1.28E-14
6390,1.29E-14
6391,1.29E-14
6392,1.27E-14
6393,1.25E-14
6394,1.26E-14
6395,1.25E-14
6396,1.27E-14
6397,1.27E-14
6398,1.26E-14
6399,1.27E-14
6400,1.25E-14
6401,1.25E-14
6402,1.26E-14
6403,1.26E-14
6404,1.27E-14
6405,1.28E-14
6406,1.27E-14
6407,1.26E-14
6408,1.24E-14
6409,1.24E-14
6410,1.25E-14
6411,1.25E-14
6412,1.25E-14
6413,1.25E-14
6414,1.25E-14
6415,1.25E-14
6416,1.25E-14
6417,1.24E-14
6418,1.24E-14
6419,1.24E-14
6420,1.24E-14
6421,1.25E-14
6422,1.26E-14
6423,1.27E-14
6424,1.28E-14
6425,1.28E-14
6426,1.30E-14
6427,1.29E-14
6428,1.29E-14
6429,1.28E-14
6430,1.27E-14
6431,1.27E-14
6432,1.27E-14
6433,1.29E-14
6434,1.30E-14
6435,1.31E-14
6436,1.30E-14
6437,1.28E-14
6438,1.27E-14
6439,1.26E-14
6440,1.27E-14
6441,1.28E-14
6442,1.29E-14
6443,1.30E-14
6444,1.30E-14
6445,1.30E-14
6446,1.31E-14
6447,1.31E-14
6448,1.29E-14
6449,1.26E-14
6450,1.24E-14
6451,1.25E-14
6452,1.25E-14
6453,1.26E-14
6454,1.28E-14
6455,1.26E-14
6456,1.24E-14
6457,1.25E-14
6458,1.26E-14
6459,1.27E-14
6460,1.27E-14
6461,1.27E-14
6462,1.27E-14
6463,1.25E-14
6464,1.26E-14
6465,1.26E-14
6466,1.29E-14
6467,1.29E-14
6468,1.28E-14
6469,1.28E-14
6470,1.29E-14
6471,1.28E-14
6472,1.28E-14
6473,1.28E-14
6474,1.29E-14
6475,1.28E-14
6476,1.28E-14
6477,1.28E-14
6478,1.29E-14
6479,1.29E-14
6480,1.26E-14
6481,1.27E-14
6482,1.26E-14
6483,1.26E-14
6484,1.26E-14
6485,1.28E-14
6486,1.30E-14
6487,1.31E-14
6488,1.30E-14
6489,1.30E-14
6490,1.30E-14
6491,1.27E-14
6492,1.25E-14
6493,1.23E-14
6494,1.22E-14
6495,1.22E-14
6496,1.20E-14
6497,1.22E-14
6498,1.24E-14
6499,1.25E-14
6500,1.26E-14
6501,1.27E-14
6502,1.28E-14
6503,1.31E-14
6504,1.34E-14
6505,1.35E-14
6506,1.37E-14
6507,1.37E-14
6508,1.37E-14
6509,1.37E-14
6510,1.39E-14
6511,1.40E-14
6512,1.41E-14
6513,1.42E-14
6514,1.43E-14
6515,1.42E-14
6516,1.42E-14
6517,1.45E-14
6518,1.43E-14
6519,1.45E-14
6520,1.49E-14
6521,1.49E-14
6522,1.52E-14
6523,1.54E-14
6524,1.56E-14
6525,1.58E-14
6526,1.60E-14
6527,1.62E-14
6528,1.62E-14
6529,1.65E-14
6530,1.70E-14
6531,1.73E-14
6532,1.76E-14
6533,1.80E-14
6534,1.86E-14
6535,1.93E-14
6536,1.99E-14
6537,2.06E-14
6538,2.14E-14
6539,2.27E-14
6540,2.38E-14
6541,2.52E-14
6542,2.64E-14
6543,2.84E-14
6544,3.09E-14
6545,3.37E-14
6546,3.68E-14
6547,4.06E-14
6548,4.29E-14
6549,4.24E-14
6550,4.18E-14
6551,4.30E-14
6552,4.54E-14
6553,4.90E-14
6554,5.37E-14
6555,5.98E-14
6556,6.70E-14
6557,7.53E-14
6558,8.38E-14
6559,9.22E-14
6560,1.01E-13
6561,1.08E-13
6562,1.13E-13
6563,1.09E-13
6564,9.25E-14
6565,7.68E-14
6566,6.86E-14
6567,6.37E-14
6568,5.94E-14
6569,5.58E-14
6570,5.22E-14
6571,4.88E-14
6572,4.58E-14
6573,4.32E-14
6574,4.12E-14
6575,3.99E-14
6576,3.91E-14
6577,3.89E-14
6578,3.99E-14
6579,4.21E-14
6580,4.54E-14
6581,4.94E-14
6582,5.40E-14
6583,5.67E-14
6584,5.03E-14
6585,3.82E-14
6586,2.96E-14
6587,2.53E-14
6588,2.30E-14
6589,2.16E-14
6590,2.05E-14
6591,1.95E-14
6592,1.87E-14
6593,1.80E-14
6594,1.76E-14
6595,1.71E-14
6596,1.69E-14
6597,1.67E-14
6598,1.64E-14
6599,1.62E-14
6600,1.60E-14
6601,1.58E-14
6602,1.56E-14
6603,1.54E-14
6604,1.50E-14
6605,1.47E-14
6606,1.45E-14
6607,1.43E-14
6608,1.41E-14
6609,1.39E-14
6610,1.38E-14
6611,1.39E-14
6612,1.39E-14
6613,1.37E-14
6614,1.36E-14
6615,1.36E-14
6616,1.36E-14
6617,1.35E-14
6618,1.34E-14
6619,1.34E-14
6620,1.33E-14
6621,1.34E-14
6622,1.33E-14
6623,1.32E-14
6624,1.30E-14
6625,1.30E-14
6626,1.29E-14
6627,1.29E-14
6628,1.28E-14
6629,1.28E-14
6630,1.28E-14
6631,1.27E-14
6632,1.25E-14
6633,1.24E-14
6634,1.24E-14
6635,1.24E-14
6636,1.26E-14
6637,1.25E-14
6638,1.26E-14
6639,1.27E-14
6640,1.26E-14
6641,1.26E-14
6642,1.26E-14
6643,1.25E-14
6644,1.25E-14
6645,1.26E-14
6646,1.26E-14
6647,1.26E-14
6648,1.25E-14
6649,1.25E-14
6650,1.26E-14
6651,1.27E-14
6652,1.26E-14
6653,1.25E-14
6654,1.26E-14
6655,1.27E-14
6656,1.27E-14
6657,1.26E-14
6658,1.26E-14
6659,1.27E-14
6660,1.26E-14
6661,1.26E-14
6662,1.26E-14
6663,1.26E-14
6664,1.27E-14
6665,1.27E-14
6666,1.27E-14
6667,1.29E-14
6668,1.29E-14
6669,1.29E-14
6670,1.30E-14
6671,1.32E-14
6672,1.33E-14
6673,1.34E-14
6674,1.34E-14
6675,1.35E-14
6676,1.35E-14
6677,1.33E-14
6678,1.31E-14
6679,1.29E-14
6680,1.30E-14
6681,1.30E-14
6682,1.29E-14
6683,1.29E-14
6684,1.30E-14
6685,1.29E-14
6686,1.29E-14
6687,1.29E-14
6688,1.28E-14
6689,1.29E-14
6690,1.28E-14
6691,1.29E-14
6692,1.29E-14
6693,1.28E-14
6694,1.28E-14
6695,1.26E-14
6696,1.25E-14
6697,1.25E-14
6698,1.25E-14
6699,1.25E-14
6700,1.26E-14
6701,1.26E-14
6702,1.26E-14
6703,1.26E-14
6704,1.26E-14
6705,1.27E-14
6706,1.28E-14
6707,1.29E-14
6708,1.32E-14
6709,1.34E-14
6710,1.39E-14
6711,1.47E-14
6712,1.57E-14
6713,1.68E-14
6714,1.80E-14
6715,1.96E-14
6716,2.06E-14
6717,1.97E-14
6718,1.72E-14
6719,1.51E-14
6720,1.40E-14
6721,1.37E-14
6722,1.36E-14
6723,1.37E-14
6724,1.39E-14
6725,1.44E-14
6726,1.53E-14
6727,1.64E-14
6728,1.76E-14
6729,1.93E-14
6730,2.07E-14
6731,2.04E-14
6732,1.80E-14
6733,1.53E-14
6734,1.37E-14
6735,1.31E-14
6736,1.28E-14
6737,1.26E-14
6738,1.23E-14
6739,1.22E-14
6740,1.21E-14
6741,1.21E-14
6742,1.20E-14
6743,1.19E-14
6744,1.18E-14
6745,1.18E-14
6746,1.19E-14
6747,1.19E-14
6748,1.18E-14
6749,1.17E-14
6750,1.18E-14
6751,1.18E-14
6752,1.18E-14
6753,1.17E-14
6754,1.18E-14
6755,1.18E-14
6756,1.18E-14
6757,1.19E-14
6758,1.19E-14
6759,1.19E-14
6760,1.19E-14
6761,1.19E-14
6762,1.18E-14
6763,1.19E-14
6764,1.19E-14
6765,1.19E-14
6766,1.18E-14
6767,1.18E-14
6768,1.18E-14
6769,1.18E-14
6770,1.18E-14
6771,1.18E-14
6772,1.19E-14
6773,1.19E-14
6774,1.20E-14
6775,1.20E-14
6776,1.20E-14
6777,1.21E-14
6778,1.21E-14
6779,1.20E-14
6780,1.20E-14
6781,1.19E-14
6782,1.17E-14
6783,1.17E-14
6784,1.17E-14
6785,1.16E-14
6786,1.16E-14
6787,1.18E-14
6788,1.18E-14
6789,1.18E-14
6790,1.18E-14
6791,1.18E-14
6792,1.18E-14
6793,1.18E-14
6794,1.16E-14
6795,1.16E-14
6796,1.18E-14
6797,1.17E-14
6798,1.18E-14
6799,1.18E-14
6800,1.17E-14
6801,1.18E-14
6802,1.18E-14
6803,1.18E-14
6804,1.18E-14
6805,1.18E-14
6806,1.18E-14
6807,1.18E-14
6808,1.18E-14
6809,1.18E-14
6810,1.18E-14
6811,1.17E-14
6812,1.17E-14
6813,1.17E-14
6814,1.17E-14
6815,1.18E-14
6816,1.19E-14
6817,1.19E-14
6818,1.20E-14
6819,1.19E-14
6820,1.18E-14
6821,1.19E-14
6822,1.18E-14
6823,1.19E-14
6824,1.19E-14
6825,1.19E-14
6826,1.19E-14
6827,1.18E-14
6828,1.18E-14
6829,1.18E-14
6830,1.19E-14
6831,1.18E-14
6832,1.19E-14
6833,1.19E-14
6834,1.19E-14
6835,1.18E-14
6836,1.18E-14
6837,1.18E-14
6838,1.17E-14
6839,1.16E-14
6840,1.16E-14
6841,1.14E-14
6842,1.15E-14
6843,1.16E-14
6844,1.17E-14
