wavelength,intensity
6648.31,13202.07
6650.56,13300.29
6652.81,13366.83
6655.06,13375.56
6657.31,13365.08
6659.56,13293.56
6661.81,13241.07
6664.06,13226.04
6666.31,13223.84
6668.56,13263.4
6670.81,13270
6673.07,13234.53
6675.32,13234.96
6677.57,13321.31
6679.82,13338.63
6682.07,13246.11
6684.32,13241.46
6686.57,13200.27
6688.82,13166.7
6691.07,13227.54
6693.32,13260.23
6695.57,13252.03
6697.82,13230.3
6700.07,13238.88
6702.32,13282.68
6704.57,13239.41
6706.82,13153.96
6709.08,13195.3
6711.33,13210.95
6713.58,13181.1
6715.83,13175.85
6718.08,13233.63
6720.33,13270.27
6722.58,13259.83
6724.83,13264.97
6727.08,13341.48
6729.33,13369.41
6731.58,13342.25
6733.83,13346.28
6736.08,13263.6
6738.33,13244.38
6740.58,13333.46
6742.83,13317.69
6745.09,13351.32
6747.34,13427.52
6749.59,13468.52
6751.84,13548.91
6754.09,13580.16
6756.34,13551.13
6758.59,13521.81
6760.84,13527.35
6763.09,13610.11
6765.34,13650.24
6767.59,13545.18
6769.84,13631.56
6772.09,13757.38
6774.34,13744.04
6776.59,13820.19
6778.84,13932.35
6781.1,14011.27
6783.35,14038.88
6785.6,14021
6787.85,14054.24
6790.1,14152.22
6792.35,14229
6794.6,14207.12
6796.85,14279.68
6799.1,14478.97
6801.35,14529.76
6803.6,14546.71
6805.85,14547.11
6808.1,14488.79
6810.35,14473.52
6812.6,14460.87
6814.85,14407.72
6817.1,14367.51
6819.36,14470.69
6821.61,14468.05
6823.86,14328.17
6826.11,14340.11
6828.36,14367.21
6830.61,14306.44
6832.86,14187.17
6835.11,14128.36
6837.36,14042.64
6839.61,13915.85
6841.86,13829.37
6844.11,13841.23
6846.36,13830.62
6848.61,13815.8
6850.86,13877.12
6853.11,13687.26
6855.37,13475.52
6857.62,13392.13
6859.87,13096.46
6862.12,12629.62
6864.37,12103.34
6866.62,11636.19
6868.87,11318.98
6871.12,11064.82
6873.37,10998.26
6875.62,11267.3
6877.87,11505.5
6880.12,11671.04
6882.37,11805.96
6884.62,11838.82
6886.87,11800.53
6889.12,11764.96
6891.38,11793.96
6893.63,11893.35
6895.88,11943.1
6898.13,11972.44
6900.38,12071.01
6902.63,12114.61
6904.88,12138.49
6907.13,12181.29
6909.38,12230.72
6911.63,12303.23
6913.88,12425.27
6916.13,12571.39
6918.38,12644.44
6920.63,12713.01
6922.88,12782.62
6925.13,12818.72
6927.39,12865.51
6929.64,12807.16
6931.89,12722.75
6934.14,12817.85
6936.39,12802.84
6938.64,12736.01
6940.89,12782.65
6943.14,12866.52
6945.39,12956.39
6947.64,12982.41
6949.89,12894.04
6952.14,12828.28
6954.39,12800.65
6956.64,12753.02
6958.89,12691.5
6961.14,12689.15
6963.4,12733.21
6965.65,12795.06
6967.9,12888.27
6970.15,12872.01
6972.4,12822.15
6974.65,12823.94
6976.9,12665.52
6979.15,12608.93
6981.4,12676
6983.65,12624.75
6985.9,12610.6
6988.15,12685.52
6990.4,12789.37
6992.65,12827.82
6994.9,12738.38
6997.15,12675.5
6999.41,12742.72
7001.66,12714.93
7003.91,12658.41
7006.16,12629.93
7008.41,12617.36
7010.66,12692.18
7012.91,12774.56
7015.16,12792.79
7017.41,12797.77
7019.66,12798.69
7021.91,12711.25
7024.16,12558.5
7026.41,12582.58
7028.66,12672.48
7030.91,12689.82
7033.16,12656.92
7035.41,12694.2
7037.67,12694.02
7039.92,12672.42
7042.17,12803.17
7044.42,12787.56
7046.67,12638.35
7048.92,12550.65
7051.17,12536.83
7053.42,12484.02
7055.67,12466.96
7057.92,12599.31
7060.17,12643.31
7062.42,12646.65
7064.67,12688.38
7066.92,12726.72
7069.17,12825.56
7071.42,12789.66
7073.68,12581.57
7075.93,12605.62
7078.18,12587.68
7080.43,12452.02
7082.68,12449.5
7084.93,12633.17
7087.18,12763.42
7089.43,12756.87
7091.68,12798.34
7093.93,12759.78
7096.18,12752.28
7098.43,12838.56
7100.68,12769.64
7102.93,12712.85
7105.18,12722.36
7107.43,12708.57
7109.69,12721.5
7111.94,12723.52
7114.19,12768.24
7116.44,12918.8
7118.69,12895.84
7120.94,12913.13
7123.19,13089.91
7125.44,12939.29
7127.69,12782.14
7129.94,12748.13
7132.19,12664.66
7134.44,12571.84
7136.69,12564.9
7138.94,12601.67
7141.19,12562
7143.44,12603.78
7145.7,12643.24
7147.95,12598.91
7150.2,12635.28
7152.45,12603.28
7154.7,12518.09
7156.95,12490.36
7159.2,12403.05
7161.45,12252.78
7163.7,12139.24
7165.95,12152.45
7168.2,12133.82
7170.45,12131.65
7172.7,12197.23
7174.95,12156.59
7177.2,12100.3
7179.45,12101.27
7181.71,12110.42
7183.96,12079.12
7186.21,12014.17
7188.46,11945.74
7190.71,11904.97
7192.96,11913.74
7195.21,12008.65
7197.46,12150.85
7199.71,12207.2
7201.96,12303.42
7204.21,12468.64
7206.46,12631.21
7208.71,12818.58
7210.96,12929.22
7213.21,12926.54
7215.46,12904.72
7217.72,12891.25
7219.97,12824.6
7222.22,12721.58
7224.47,12805.68
7226.72,12915.97
7228.97,12930.71
7231.22,12935.42
7233.47,12941.45
7235.72,12927.28
7237.97,12850.71
7240.22,12696.03
7242.47,12631.21
7244.72,12587.83
7246.97,12463.71
7249.22,12455.38
7251.47,12442.01
7253.73,12409.93
7255.98,12513.24
7258.23,12604.64
7260.48,12629.71
7262.73,12634.71
7264.98,12638.9
7267.23,12581.17
7269.48,12490.86
7271.73,12405.63
7273.98,12227.93
7276.23,12131.4
7278.48,12181.94
7280.73,12243.63
7282.98,12341.64
7285.23,12480.88
7287.48,12603.59
7289.73,12637.95
7291.99,12682.76
7294.24,12750.65
7296.49,12783.71
7298.74,12785.44
7300.99,12754.45
7303.24,12691.96
7305.49,12618.68
7307.74,12610.49
7309.99,12649.68
7312.24,12722.11
7314.49,12885.51
7316.74,12985.71
7318.99,13061.91
7321.24,13212.35
7323.49,13191.78
7325.74,13097.89
7328,13080.4
7330.25,13097.48
7332.5,13054.44
7334.75,13004.07
7337,13013.22
7339.25,13013.62
7341.5,13111.75
7343.75,13265.89
7346,13322.81
7348.25,13376.15
7350.5,13373.24
7352.75,13313.7
7355,13316.25
7357.25,13278.21
7359.5,13189.9
7361.75,13130.34
7364.01,13091.38
7366.26,13141.68
7368.51,13254.39
7370.76,13317.54
7373.01,13420.81
7375.26,13591.77
7377.51,13674.72
7379.76,13425.49
7382.01,13493.24
7384.26,13628
7386.51,13264.64
7388.76,13203.7
7391.01,13255.62
7393.26,13202.5
7395.51,13241.98
7397.76,13262.47
7400.02,13404.7
7402.27,13692.67
7404.52,13722.06
7406.77,13656.11
7409.02,13689.16
7411.27,13743.79
7413.52,13535.39
7415.77,13386.92
7418.02,13465.28
7420.27,13447.75
